wanted_loss,mae,mse,r2,t_test_p_value,found_eq
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
35.93305502725173,1.4072770826911827,8.13354537054038,-0.32185783589994554,0.0,"div(rhop, rhop)"
