wanted_loss,mae,mse,r2,t_test_p_value,found_eq
1.083949884,0.001670373,0.000455251,0.989481774,9.94E-01,"add(mul(12.980, div(mul(sub(rhop,rhoa),d), mul(rhoa, mul(V, V))), 0.042)"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
